codice,denominazione,area,parent_codice,coverage,needs_reviewer,file_fonte
220999,Altre ipotesi,Lavoro e previdenza,220,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221001,qualificazione,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221002,appalto di manodopera,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221003,lavoro interinale,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221004,avviamento obbligatorio,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221010,contratto a termine e di formazione e lavoro,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221011,apprendistato,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221012,patto di prova,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221020,categoria e qualifica,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221021,mansione e jus variandi,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221030,trasferimento del lavoratore,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221031,trasferimento di azienda,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221040,sanzione disciplinare conservativa,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221050,retribuzione,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221060,sospensione con intervento della Cassa integrazione guadagni,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221070,Risarcimento danni da infortunio,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221071,Risarcimento danni da dequalificazione,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221072,Risarcimento danni:altre ipotesi,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221099,Altre ipotesi,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221100,Licenziamento individuale per giust. motivo soggettivo,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221101,Licenziamento individuale per giust. motivo oggettivo,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221102,Licenziamento individuale per giusta causa,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221103,Licenziamento individuale del dirigente,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221105,Licenziamento discriminatorio,Lavoro e previdenza,221,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
221110,Licenziamento collettivo e mobilita,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221111,Impugnazione licenziamento con domanda di reintegrazione,Lavoro e previdenza,221,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
221120,Dimissioni,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
221999,Altre ipotesi,Lavoro e previdenza,221,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222001,qualificazione,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222002,appalto di manodopera,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222003,lavoro interinale,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222004,avviamento obbligatorio,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222010,contratto a termine e di formazione e lavoro,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222011,apprendistato,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222012,patto di prova,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222020,categoria e qualifica,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222021,mansione e jus variandi,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222030,trasferimento del lavoratore,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222031,trasferimento di azienda,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222040,sanzione disciplinare conservativa,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222050,retribuzione,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222060,sospensione con intervento della Cassa integrazione guadagni,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222070,Risarcimento danni da infortunio,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222071,Risarcimento danni da dequalificazione,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222072,Risarcimento danni:altre ipotesi,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222099,Altre ipotesi,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222100,Licenziamento individuale per giust. motivo soggettivo,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222101,Licenziamento individuale per giust. motivo oggettivo,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222102,Licenziamento individuale per giusta causa,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222103,Licenziamento individuale del dirigente,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222105,Licenziamento discriminatorio,Lavoro e previdenza,222,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
222110,Licenziamento collettivo e mobilita,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222111,Impugnazione licenziamento con domanda di reintegrazione,Lavoro e previdenza,222,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
222120,Dimissioni,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
222999,Altre ipotesi,Lavoro e previdenza,222,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
223001,"Rapporto di agenzia e altri rapporti di collaborazione ex art. 409, n. 3 c.p.c.",Lavoro e previdenza,223,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
223999,Altre controversie in materia di lavoro parasubordinato,Lavoro e previdenza,223,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230001,Prestazione: malattia,Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230002,"Prestazione: pensione - assegno di invalidita INPS - Inpdai - Enpals, etc.",Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230003,Prestazione: indennita - rendita vitalizia INAIL o equivalente - altre ipotesi,Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230010,Obbligo contributivo del datore di lavoro,Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230020,Ripetizione di indebito,Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
230999,Altre controversie in materia di previdenza obbligatoria,Lavoro e previdenza,230,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
231001,Assegno - pensione,Lavoro e previdenza,231,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
231002,Indennita di accompagnamento,Lavoro e previdenza,231,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
231999,Altre controversie in materia di assistenza obbligatoria,Lavoro e previdenza,231,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
232100,"Opposizione all'ordinanza-ingiunzione ex artt. 22 e ss. L. n. 689/1981, in materia di lavoro e di previdenza o assistenza obbligatorie",Lavoro e previdenza,232,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
310001,Procedimento cautelare ante causam,Controversie agrarie,310,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
320001,Azione di condanna al rilascio del fondo per scadenza del contratto,Controversie agrarie,320,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
320002,Azione di condanna al rilascio del fondo per altri motivi,Controversie agrarie,320,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
320003,Azione di condanna al pagamento di somme dovute per legge o per contratto,Controversie agrarie,320,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
320999,Altri istituti di diritto agrario,Controversie agrarie,320,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400000,Iscrizione Registro Stampa,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400100,Reclamo avverso decreto inammissibilita responsabilita civile magistrati,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400201,Ricorso avverso il decreto di espulsione del prefetto (art. 13 c.8),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400202,Convalida del provvedimento del questore di trattenimento presso centro permanenza temporanea (art. 14 c. 4 Dl. vo 286/98),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400203,Ricongiungimento familiare (art. 30),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400204,"Atti discriminatori (art. 43, 44 )",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400205,Convalida del Provvedimento del questore di accompagnamento alla frontiera (art. 13 c.5 bis D.L. 286/98),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400206,Convalida del Provvedimento del questore di accompagnamento alla frontiera e trattenimento presso centro di permanenza temporaneo (art. 13 c.5 bis e art. 14 c. 4 D.L. 286/98),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400209,Altri procedimenti in materia di espulsione immigrati,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400210,"Ricorso per la liquidazione degli onorari e dei diritti dell'avvocato (artt. 28 e 29, L. 794/1942) (COLLEGIO)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400211,Ricorso avverso il decreto di liquidazione di compensi agli ausiliari del magistrato e ai collaboratori ex art. 170 T.U. n. 115/2002,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400212,Iscrizione Albo consulenti,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400220,Dichiarazione di assenza o di morte presunta (COLLEGIO),Volontaria giurisdizione,400,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
400230,Autorizzazione del Tribunale ex art. 375 e 397 c.c. (COLLEGIO),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400240,Stato civile (rettifica del nome e altri atti dello Stato civile),Volontaria giurisdizione,400,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
400250,Procedimento ammissione patrocinio a spese dello Stato - civile - art. 126 T.U. n. 115/2002,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400251,Procedimento ammissione patrocinio a spese dello Stato - penale - art. 99 T.U. n. 115/2002,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400252,Ricorso avverso il rigetto dell'istanza per l'ammissione anticipata (P.S.S.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400253,Revoca del provvedimento di ammissione e ricorso avverso il relativo decreto (P.S.S.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400260,Ammortamento titoli,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400270,Nomina di amministratore della comunione (art. 1105 c.c.) (COLLEGIO),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400271,"Nomina di amministratore di condominio (art. 1 1 29, 1 ' comma c.c.)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400272,"Revoca di amministratore di comunione o condominio (artt. 1105 e 1129, 3' comma c.c.) (COLLEGIO)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400280,Nomina degli arbitri (art. 810 c.p.c.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400281,Liquidazione delle spese e dell'onorario dell'arbitro (art. 814 c.p.c.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400282,Dichiarazione di esecutivita del lodo arbitrale (art. 825 c.p.c.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400290,Svincolo indennita L.686/1926 e L.2359/1865,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400300,Ricevimento e verbalizzazione di dichiarazione giurata,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400310,Apertura forzata di cassetta di sicurezza (art. 1841 c.c.),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400320,Ricorso avverso provvedimenti C.R.A. (art. 7 L. 443/85),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400330,N.O. trapianto tra viventi (art. 2 L. 26.6.1967 n. 458),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400400,Procedimento disciplinare contro notaio (COLLEGIO),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400401,Idoneita cauzione notarile (art. 22 L. 16.2.1913 n. 89),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400402,Nomina interprete per sordomunti (artt. 56 e 57 L. 16.2.1913 n. 89),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400403,Nomina professionista in luogo dell'OCC,Volontaria giurisdizione,400,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
400404,Misure protettive e cautelari (risanamento aziendale),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400405,Autorizzazioni del tribunale (risanamento aziendale),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400410,"Procedimenti relativi agli ordini professionali (iscrizione, elezione, impugnazione contro provvedimento disciplinare, etc.)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400510,"Cancellazione di nome dall'elenco dei protesti (art. 12, L. n. 349/1973)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400511,Disposizioni in materia di riabilitazione civile del debitore protestato (art. 17 L. 108/96 - usura),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400610,Reclamo avverso il rifiuto del conservatore di procedere alla cancellazione di ipoteca (artt. 2888 c.c. e 113 Disp. Att. c.p.c.) (COLLEGIO),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400710,Impugnazione ex lege sulla privacy (L. n. 675/1996),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400711,Opposizione al provvedimento del garante per la tutela delle persone e di altri soggetti rispetto al trattamento dei dati personali (art. 29 L. n. 675/1996),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400801,"Titolo legale per le successioni aperte in Italia riguardanti i depositi iscritti presso la Cassa depositi e prestiti (art. 15, Libro II, T.U. n. 453/1913 come modificato dall'art. 7 L. 6.7.1949 n. 466)",Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400802,Richiesta documentazione per la successione aperta in Italia in titoli del debito pubblico (artt. 14 e 15 L. 12.8.1975 n. 752),Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400902,Opposizione ex. Art. 5 ter L89/2001,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
400999,Altri istituti camerali e di volontaria giurisdizione,Volontaria giurisdizione,400,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
401001,Notificazione per i pubblici proclami (art.150 cpc),Volontaria giurisdizione,401,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
401002,Rilascio seconda copia esecutiva (art. 476 cpc),Volontaria giurisdizione,401,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
401003,Ricerca con modalita' telematiche dei beni da pignorare - Art. 492 bis.,Volontaria giurisdizione,401,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406001,Attuazione di sentenze e provvedimenti stranieri e autorizzazione assunzioni rogatorie (artt. 67 e 69 L. n. 218/95),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406100,Iscrizione albo liquidatori di avaria,Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406200,Sanzioni amministrative comminate dalla Banca d'Italia (art. 145 D.L.vo n. 385/93 - solo Roma),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406210,Sanzioni amministrative comminate dalla Consob (D.L.vo n. 58/98 - foro regionale),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406220,"Azioni di nullita`, risarcimento danno e provvedimenti di urgenza legge anti trust (art. 33 L. 287/1990)",Volontaria giurisdizione,406,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
406300,Dichiarazione di esecutivita di decisioni straniere in materia civile e commerciale (Reg. CE 44/01 e ss. mod. ed int.),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406301,Esecutorieta lodo arbitrale straniero (Provv. Presidenziale),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406302,Trasmissione in forma autentica sentenze in forza della convenzione con la Repubblica di S. Marino,Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406303,Dichiarazione di esecutivita' decisioni in materia matrimoniale e di potesta' dei genitori sui figli (Regolamento (CE) n. 1347/2000 del 29 maggio 2000),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406401,Equa riparazione per violazione del termine ragionevole del processo (Ln89/2001) - vecchio rito,Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406402,Equa riparazione per violazione del termine ragionevole del processo (L89/2001) - nuovo rito,Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406801,"Titolo legale per le successioni aperte in Italia riguardanti i depositi iscritti presso la Cassa depositi e prestiti (art. 15, Libro II, T.U. n. 453/1913 come modificato dall'art. 7 L. 6.7.1949 n. 466)",Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406802,Richiesta documentazione per la successione aperta all'estero in titoli del debito pubblico (artt. 14 e 15 L. 12.8.1975 n. 752),Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
406999,Altri istituti di competenza della Corte di Appello in 1^ grado,Volontaria giurisdizione,406,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411001,Misure di protezione contro gli abusi familiari (art. 3 n.154),Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411002,"Ricorso per violenza domestica o di genere ex artt. 473bis.40, 473bis.41, 473bis.42 cpc",Volontaria giurisdizione,411,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
411003,Reclamo provvedimenti temporanei e urgenti ex art. 473bis.24 c.p.c.,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411510,Esecutorieta sentenza Sacra Rota nullita di matrimonio - domanda congiunta (L. 121/85),Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411601,Modifica delle condizioni di separazione,Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411602,Modifica delle condizioni di divorzio,Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411603,Attuazione dei provvedimenti sull'affidamento,Volontaria giurisdizione,411,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
411610,Attribuzione di quota di pensione e di indennita di fine rapporto lavorativo,Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411620,Adozione di maggiorenni,Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411630,Dichiarazione giudiziale di paternita e maternita naturale -amissibilita,Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411640,Fondo patrimoniale (artt. 167 e ss. c.c.),Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411641,Sostituzione dell'amministratore del patrimonio familiare,Volontaria giurisdizione,411,curata,False,XSD_UNEP_20241106/XSD PLO118 FASE2 per SW House/schema/tipi-base.xsd
411650,"Matrimonio (pubblicazioni matrimoniali ex artt. 93 e ss. c.c., nulla osta al matrimonio dello straniero, etc.)",Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411660,Sequestro dei beni del coniuge separato (art. 156 c.c.),Volontaria giurisdizione,411,curata,False,XSD_Cassazione_20260227/parte/base_v7/tipi-base.xsd
411670,Fondo solidarietà ex L. 208/2015,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411671,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411672,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411673,Modifica delle condizioni di separazione (ricorso congiunto),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411674,Divorzio congiunto - Cessazione effetti civili,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411675,Modifica delle condizioni di divorzio (ricorso congiunto),Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
411676,Divorzio congiunto - Scioglimento matrimonio,Volontaria giurisdizione,411,curata,False,XSD_SICI_20260116/XSD_SICI_20260116/Atti/sici/tipi-base.xsd
