codice,denominazione,profilo,profilo_label,termini_processuali,fonti_ufficiali,quality_hint
471403,Accertamento dello stato di insolvenza nella Liquidazione coatta amministrativa o nella Amministrazione straordinaria e relativo reclamo,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
471404,ESDEBITAZIONE DEL DEBITORE INCAPIENTE (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471405,LIQUIDAZIONE COATTA AMMINISTRATIVA (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471410,Istanza di ammissione alla procedura di Amministrazione controllata e relativo reclamo (artt. 187 del R.D. n. 267/1942),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
471412,AMMINISTRAZIONE STRAORDINARIA PRODI BIS (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471413,AMMINISTRAZIONE STRAORDINARIA L.166/2004 MARZANO (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471414,ACCORDI DI RISTRUTTURAZIONE (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471415,CONCORDATO PREVENTIVO OMOLOGATO (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471416,LIQUIDAZIONE GIUDIZIALE (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471417,RISTRUTTURAZIONE DEI DEBITI (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471418,CONCORDATO MINORE (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471419,LIQUIDAZIONE CONTROLLATA (CCI),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471420,Conversione da fallimento in liquidazione coatta amministrativa (COLLEGIO),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471421,Conversione da fallimento in amministrazione straordinaria (COLLEGIO),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471422,Conversione da amministrazione straordinaria in fallimento (COLLEGIO),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471423,Concordato Semplificato,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471424,Concordato Semplificato CCI,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471425,Piano di Ristrutturazione Omologato CCI,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471430,"Procedimento di riabilitazione civile del fallito (art. 142 e ss., R.D. n. 267/1942)",crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
471440,Reclamo avverso la chiusura del fallimento (artt. 118 e 119 L.F.),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
471999,Altri istituti di volontaria giurisdizione e procedimenti camerali in materia di fallimento e procedure concorsuali,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
472001,Apposizione sigilli,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473450,PROCEDIMENTO UNITARIO,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
473451,Ricorso per liquidazione giudiziale,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473452,Ricorso fissazione termine per deposito proposta cp o accordi,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
473453,Ricorso per ammissione concordato preventivo,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473454,Ricorso per omologa accordi di ristrutturazione,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
473455,Ricorso per la dichiarazione stato insolvenza (lca),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473456,Ricorso per la dichiarazione stato insolvenza (asp),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473457,Ricorso per la dichiarazione stato insolvenza (asm),crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473458,Ricorso ristrutturazione debiti del consumatore,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
473459,Ricorso concordato minore,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473460,Ricorso liquidazione controllata,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
473461,Ricorso per Omologazione Piano di Ristrutturazione,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481310,Nomina di liquidatore - Sez. Spec. Impresa,impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
481311,Convocazione di assemblea ex art. 2367 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481312,"Nomina di esperto (artt. 2343, 2440, 2498, 2501 quinquies,2504 novies c.c., etc)",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481313,Denunzia ex art. 2409 c.c.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481314,Nomina del rappresentante comune degli obbligazionisti e dei possessori delle az,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481320,Riduzione del capitale per perdite (art. 2446 c.c.),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481401,Misure protettive,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481402,"Nomina esperto ex art. 17, lett. a",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481403,Liquidazione compensi OCRI,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
481421,Approvazione della revoca dei sindaci (art. 2400),volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481422,"Procedure ex artt. 2437quat,2445,2482,2447quat,2487ter,2500nov,2503 c.c.",volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
481423,Decreto di accertamento dello scioglimento della società (art. 2485 c.c.),impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
481999,Altre materie soggette al procedimento camerale - Sez. Spec. Impresa,impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
490999,Altri procedimenti camerali,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
510012,Espropriazione Mobiliare presso il debitore (CARTABIA),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
510100,Deposito verbale di pagamento a mani dell'Ufficiale Giudiziario,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
511010,"Istanza di rifissazione dello sfratto ex art. 6, L. n. 431/1998",esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
511011,"Istanza di decadenza da sospensione dello sfratto ex art. 6, L. n. 431/1998",esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
511013,Liquidazione delle spese di esecuzione ex art. 611 c.p.c,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
511999,Altre ipotesi,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
512021,Rimborso spese di esecuzione (art. 614 c.p.c.),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
512022,Ricorso per misure di coercizione indiretta (art. 614-bis),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520001,Ricorso all'esattore per l'autorizzazione a trattenere la somma ricavata dalla vendita (R.D. 639/1910),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520002,Vendita del pegno,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520003,Esecuzione forzata per l'espropriazione del marchio,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520004,Vendita di navi e aeromobili,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520005,Esecuzione esattoriale Mobiliare,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520006,Esecuzione esattoriale Mobiliare presso terzi,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
520999,Altre ipotesi,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
530011,Opposizione all'esecuzione mobiliare,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
530021,Opposizione agli atti esecutivi mobiliari,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
530031,Opposizione di terzo all'esecuzione mobiliare,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
610012,Espropriazione Immobiliare (CARTABIA),esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
620001,Esecuzione esattoriale Immobiliare,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
630012,Opposizione all'esecuzione immobiliare,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
630022,Opposizione agli atti esecutivi immobiliari,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
630032,Opposizione del terzo all'esecuzione immobiliare,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
700001,Asseverazione di perizia,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
700002,Asseverazione di traduzione,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
700011,Atto notorio,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
700012,Dichiarazione sostitutiva di atto notorio,cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
701001,Autenticazione di documento,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
701002,Autenticazione di firma,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
701003,Autenticazione di fotografia,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
709999,Altri atti amministrativi,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
710001,Istanza di Conciliazione,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B00000,Migrazione,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B01001,Autorizzazione al rilascio degli atti di cui all'art. 28 co.3 L. 184/1983 - Adottato minorenne,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
B01002,Autorizzazione al rilascio degli atti di cui all'art. 28 co.3 L. 184/1983 - Adottato maggiorenne,esecuzione,Esecuzione forzata,5,5,curata_codex_fonti_ufficiali
B01003,Istanza per l'accesso alle informazioni sulla famiglia d'origine (art. 28 co. 4 L. 184/1983) - Adottato minorenne,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B01004,Istanza per l'accesso alle informazioni sulla famiglia d'origine (art. 28 co. 5 L. 184/1983) - Adottato maggiorenne (> 18 e < 25 anni),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B01005,Istanza per l'accesso alle informazioni sulla famiglia d'origine (art. 28 co. 5 L. 184/1983) - Adottato maggiorenne (>= 25 anni),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02001,Interdizione e inabilitazione ex art. 416 Cod. Civ.,volontaria_giurisdizione,Volontaria giurisdizione,3,6,curata_codex_fonti_ufficiali
B02002,"Procedure per il rimpatrio dei minori sottratti ovvero dell'attuazione del diritto di visita del genitore non affidatario (Convenzione Aja 25.10.1980 ratificata con L. 64/1994, artt. 6 e 7)",famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02003,Scambio di informazioni tra Stati membri (art. 80 Reg. UE 1111/2019),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02004,Cooperazione per attuazione tra Stati membri (art. 81 Reg. UE 1111/2019),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02005,Collocamento del minore in altro Stato membro (art. 82 Reg. UE 1111/2019),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02006,Provvedimenti cautelari a favore di minori per cui è competente un¿autorità estera (art. 15 Reg. UE 1111/2019),cautelare,Procedimento cautelare,3,5,curata_codex_fonti_ufficiali
B02007,Collocamento del minore in altro Stato non UE (Art. 33 Convenzione Aja 19/10/1996),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02008,Altri procedimenti contenziosi,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02009,Segnalazione in merito all'ingresso di un minore in Italia (art. 33 co. 4 e 5 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02010,Procedimento per l'espatrio del minore a scopo di adozione (art. 40 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02011,Accertamento dell'età del minore (art. 19-bis D. Lgs 142/2015),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02012,Accoglienza minori non accompagnati (art. 19 D. Lgs. 142/2015),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02013,Autorizzazione per i genitori stranieri all'ingresso o alla permanenza in Italia a seguito del minore (art. 31 co.3 D. Lgs. 286/1998),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02014,Procedimento per espulsione del minore (art. 31 co.4 D. Lgs. 286/1998),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02015,Procedimento ex art. 33 D. Lgs. 286/1998,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02016,Affidamento minori (ante Riforma Cartabia),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02017,Proroga periodo di affidamento (ante Riforma Cartabia),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02018,Affidamento familiare (art.4 co.2 L. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02019,Proroga periodo di affidamento familiare (art. 4 co. 4 L. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02020,Affidamento ai servizi sociali (Art. 5-bis L. n. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02021,Proroga periodo di affidamento ai servizi (Art. 5-bis L. n. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02022,Proroga collocamento in comunità/casa famiglia (art. 4 co.7 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02023,Attuazione dei provvedimenti sull'affidamento (Art. 473 bis.38 Cpc),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02024,Provvedimenti in caso di inadempienze o violazioni (Art. 473 bis.39 C.p.c.),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02025,Ammissione al matrimonio del minore (art. 84 Cod. Civ.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02026,Decadenza dalla responsabilità genitoriale sui figli (art. 330 Cod. Civ.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02027,Reintegrazione nella responsabilità genitoriale (art. 332 Cod. Civ.),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02028,Procedimento ex art. 333 Cod. Civ. (Condotta del genitore pregiudizievole ai figli),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02029,Procedimento ex art. 334 Cod. Civ. (Rimozione dell'amministrazione),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02030,Procedimento ex art. 335 Cod. Civ. (Riammissione dell'amministrazione),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02031,Procedimento ex art. 371 Cod. Civ. co.2 (Autorizzazione del tutore alla continuazione di un'impresa commerciale nell'interesse del minore),impresa_societario,"Impresa, societario e proprietà industriale",3,6,curata_codex_fonti_ufficiali
B02032,Autorizzazione al riconoscimento (art. 251 Cod. Civ.),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02033,Autorizzazione al riconoscimento dei figli nati fuori dal matrimonio (Art. 250 co.5 CC),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02034,Regolamentazione rapporti con gli ascendenti (art. 317-bis Cod. Civ.),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02035,Procedimento per verifica veridicità del riconoscimento del figlio naturale (art. 74 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02036,Rettificazioni/formazioni relative agli atti dello stato civile (art. 100 DPR 396/2000),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02037,Istanza ex art. 473 bis.69 Cpc (Ordini di protezione contro gli abusi familiari ¿ soggetto minore),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02038,Convalida del provvedimento ex art. 403 CC,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02039,Reclamo avverso i decreti del Giudice tutelare (art. 45 Disp. Att. Cod. Civ.),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
B02040,Apertura della tutela parentale di minori stranieri non accompagnati,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02041,Apertura della tutela di minore privo di genitori (deceduti o decaduti o sospesi) - Art. 473 bis.7 Cpc,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02042,Apertura della tutela di minori stranieri non accompagnati,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02043,Altri procedimenti camerali,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02044,Misure applicabili ai minori per condotta o per carattere (Art. 25 R.D. 1404/1934),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02045,Procedimento ex art. 25 bis R.D. 1404/1934 (Minori che esercitano la prostituzione o vittime di reati a carattere sessuale),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B02046,Prosieguo amministrativo ex art. 29 R.D. 1404/1934,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B02047,Affidamento ai servizi sociali del minore straniero non accompagnato che ha raggiunto la maggiore età (art. 13 L. 47/2017),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B03001,Procedimenti per la dichiarazione di adottabilità minori con genitore noto (artt. 8 e seg. L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B03002,Procedimenti per la dichiarazione di adottabilità minori con genitore ignoto (art. 11 co. 2 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B03003,Revoca dello stato di adottabilità (Art. 21 L. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B03004,Sospensione procedimento di adottabilità per minore non riconoscibile per difetto di età (art. 11 co. 3 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04001,Adozione in casi particolari (art. 44 lett. a L. n. 184/1983 - minore orfano),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04002,Adozione in casi particolari (art. 44 lett. b L. n. 184/1983 - figlio dell'altro coniuge),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04003,Adozione in casi particolari (art. 44 lett. c L. n. 184/1983 - minore orfano e portatore di handicap),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04004,Adozione in casi particolari (art. 44 lett. d L. n. 184/1983 - impossibilità affidamento preadottivo),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04005,Revoca adozione in casi particolari per fatto dell'adottato (Art. 51 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04006,Revoca adozione in casi particolari per fatto dell'adottante (Art. 52 L. n. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04007,Procedimento di adozione ex art. 35 co. 2 L. 184/1983 (ratifica adozione estera),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04008,Procedimento di adozione ex art. 35 co. 4 L. 184/1983 (ratifica adozione estera con affido preadottivo),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04009,Procedimento di adozione ex art. 36 co. 2 L. 184/1983 (Paesi non Aja),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04010,Procedimento di adozione ex art. 36 co. 4 L. 184/1983 (cittadini italiani residenti all¿estero),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B04011,Abbinamento a scopo adottivo (art. 22 co. 5 L. 184/1983),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B04012,Procedimento di adozione nazionale (art. 25 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B05001,Dichiarazione di disponibilità all'adozione nazionale (artt. 22 e seg. L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B05002,Dichiarazione di disponibilità all'adozione internazionale (art. 29 bis 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B05003,Revoca decreto di idoneità adozione internazionale (art. 30 co. 4 L. 184/1983),famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
B06001,"Opposizione al decreto di liquidazione al difensore, all'ausiliario e al consulente tecnico (artt. 84 e 170 TUSG)",impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
B06002,Opposizione alla revoca dell'ammissione al P.S.S. (art. 170 TUSG),impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
B06003,Opposizione avverso il decreto di liquidazione al difensore,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
B06004,Prove delegate art. 203 C.p.c.,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
B06005,Reclamo alla mancata ammissione al Gratuito patrocinio,impugnazione,"Impugnazione, reclamo od opposizione",5,5,curata_codex_fonti_ufficiali
C00000,Migrazione,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C01001,Richiesta apertura stato di adottabilita,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C01002,Abbandono minori,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C01003,Minore esposto - madre che non vuole essere nominata,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C01004,Dichiarazione di nascita di figlio naturale,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C01005,Nascita neonato da madre minorenne,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C01006,Nascituro - segnalazione,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C02001,Abbandono neonato non riconosciuto,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C03001,Abuso alcol minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C03002,Abuso stupefacenti minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C03003,Abuso alcol genitore/i,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C03004,Abuso stupefacenti genitore/i,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C04001,Abuso sessuale altra a.g. (art. 609 decies),contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C04002,Abuso/molestia sessuale,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C04003,Abuso sessuale non in famiglia,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C04004,Abuso sessuale in famiglia,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C04005,Pornografia minorile,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C04006,Abuso sessuale - minore autore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C05013,Ricerca delle origini,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C05014,Formazione atto di nascita,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C05015,Riconoscimento tardivo di minore,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06001,Abuso di mezzi di correzione,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06002,Accattonaggio genitore,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06003,Accattonaggio minorile,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06004,Affido familiare proroga,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06005,Affido familiare,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06006,Art. 4 dpr 448/88 segnalazione a pm tm reati minorenni residenti in altro distretto,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06007,Conflittualita' familiare,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06008,Crisi adottive,crisi_impresa,Crisi d'impresa,3,7,curata_codex_fonti_ufficiali
C06009,Denunce tra genitori di minori,famiglia_minori,"Persone, famiglia e minorenni",3,7,curata_codex_fonti_ufficiali
C06010,Disagio abitativo -trascuratezza,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06011,Disagio familiare,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
C06012,Disagio personale genitore/i,contenzioso_ordinario,Contenzioso civile ordinario,2,5,curata_codex_fonti_ufficiali
